	ordinal	filename	word	IPA	tokenised	qichwa	english	spanish
18708	1255	sw.csv	kukamilisha	/kukamiliʃa/	['k', 'u', 'k', 'a', 'm', 'i', 'l', 'i', 'ʃ', 'a']	kukamilisha	to complete	completar
18709	1256	sw.csv	kukamuliwa	/kukamuliwa/	['k', 'u', 'k', 'a', 'm', 'u', 'l', 'i', 'w', 'a']	kukamuliwa	milked	ordeñado
18710	1257	sw.csv	kukana	/kukana/	['k', 'u', 'k', 'a', 'n', 'a']	kukana	to deny	denegar
18711	1258	sw.csv	kukanusha	/kukanuʃa/	['k', 'u', 'k', 'a', 'n', 'u', 'ʃ', 'a']	kukanusha	to deny	denegar
18712	1259	sw.csv	kukariri	/kukaɾiɾi/	['k', 'u', 'k', 'a', 'ɾ', 'i', 'ɾ', 'i']	kukariri	memorize	memorizar
18713	1260	sw.csv	kukasirika	/kukasiɾika/	['k', 'u', 'k', 'a', 's', 'i', 'ɾ', 'i', 'k', 'a']	kukasirika	get angry	enfadarse
18714	1261	sw.csv	kukasirisha	/kukasiɾiʃa/	['k', 'u', 'k', 'a', 's', 'i', 'ɾ', 'i', 'ʃ', 'a']	kukasirisha	to annoy	molestar
18715	1262	sw.csv	kukata	/kukata/	['k', 'u', 'k', 'a', 't', 'a']	kukata	to cut	cortar
18716	1263	sw.csv	kukataliwa	/kukataliwa/	['k', 'u', 'k', 'a', 't', 'a', 'l', 'i', 'w', 'a']	kukataliwa	rejected	rechazado
18717	1264	sw.csv	kukatika	/kukatika/	['k', 'u', 'k', 'a', 't', 'i', 'k', 'a']	kukatika	cut off	cortar
18718	1265	sw.csv	kukatisha	/kukatiʃa/	['k', 'u', 'k', 'a', 't', 'i', 'ʃ', 'a']	kukatisha	interrupt	interrumpir
18719	1266	sw.csv	kukatiwa	/kukatiwa/	['k', 'u', 'k', 'a', 't', 'i', 'w', 'a']	kukatiwa	cut off	cortar
18720	1267	sw.csv	kukawa	/kukawa/	['k', 'u', 'k', 'a', 'w', 'a']	kukawa	it happened	ocurrió
18721	1268	sw.csv	kukawiwa	/kukawiwa/	['k', 'u', 'k', 'a', 'w', 'i', 'w', 'a']	kukawiwa	to be paid	a pagar
18722	1269	sw.csv	kukila	/kukila/	['k', 'u', 'k', 'i', 'l', 'a']	kukila	to eat	comer
18723	1270	sw.csv	kukiminya	/kukimiɲa/	['k', 'u', 'k', 'i', 'm', 'i', 'ɲ', 'a']	kukimiña	to squeeze	apretar
18724	1271	sw.csv	kukipaka	/kukipaka/	['k', 'u', 'k', 'i', 'p', 'a', 'k', 'a']	kukipaka	to paint it	para pintarlo
18725	1272	sw.csv	kukipata	/kukipata/	['k', 'u', 'k', 'i', 'p', 'a', 't', 'a']	kukipata	get it	Consíguelo
18726	1273	sw.csv	kukipuna	/kukipuna/	['k', 'u', 'k', 'i', 'p', 'u', 'n', 'a']	kukipuna	pluck it	arrancarlo
18727	1274	sw.csv	kukipura	/kukipuɾa/	['k', 'u', 'k', 'i', 'p', 'u', 'ɾ', 'a']	kukipura	threshing it	trillándolo
18728	1275	sw.csv	kukiri	/kukiɾi/	['k', 'u', 'k', 'i', 'ɾ', 'i']	kukiri	confess	confesar
18729	1276	sw.csv	kukirihisha	/kukiɾihiʃa/	['k', 'u', 'k', 'i', 'ɾ', 'i', 'h', 'i', 'ʃ', 'a']	kukirihisha	to rent	rentar
18730	1277	sw.csv	kukirusha	/kukiɾuʃa/	['k', 'u', 'k', 'i', 'ɾ', 'u', 'ʃ', 'a']	kukirusha	throwing it	tirarlo
18731	1278	sw.csv	kukishika	/kukiʃika/	['k', 'u', 'k', 'i', 'ʃ', 'i', 'k', 'a']	kukishika	hold it	aguantalo
18732	1279	sw.csv	kukisukuma	/kukisukuma/	['k', 'u', 'k', 'i', 's', 'u', 'k', 'u', 'm', 'a']	kukisukuma	push it	empujalo
18733	1280	sw.csv	kukita	/kukita/	['k', 'u', 'k', 'i', 't', 'a']	kukita	to concentrate	concentrarse
18734	1281	sw.csv	kukitamani	/kukitamani/	['k', 'u', 'k', 'i', 't', 'a', 'm', 'a', 'n', 'i']	kukitamani	desire it	desearlo
18735	1282	sw.csv	kukitayarisha	/kukitajaɾiʃa/	['k', 'u', 'k', 'i', 't', 'a', 'j', 'a', 'ɾ', 'i', 'ʃ', 'a']	kukitayarisha	preparing it	preparándolo
18736	1283	sw.csv	kukitikisa	/kukitikisa/	['k', 'u', 'k', 'i', 't', 'i', 'k', 'i', 's', 'a']	kukitikisa	shaking it	sacudiéndolo
18737	1284	sw.csv	kukiwa	/kukiwa/	['k', 'u', 'k', 'i', 'w', 'a']	kukiwa	while	mientras
18738	1285	sw.csv	kuku	/kuku/	['k', 'u', 'k', 'u']	kuku	chicken	pollo
18739	1286	sw.csv	kukuhami	/kukuhami/	['k', 'u', 'k', 'u', 'h', 'a', 'm', 'i']	kukuhami	protect you	protegerte
18740	1287	sw.csv	kukulipa	/kukulipa/	['k', 'u', 'k', 'u', 'l', 'i', 'p', 'a']	kukulipa	to pay you	para pagarte
18741	1288	sw.csv	kukupa	/kukupa/	['k', 'u', 'k', 'u', 'p', 'a']	kukupa	give you	darte
18742	1289	sw.csv	kukurika	/kukuɾika/	['k', 'u', 'k', 'u', 'ɾ', 'i', 'k', 'a']	kukurika	to flow	fluir
18743	1290	sw.csv	kukuru	/kukuɾu/	['k', 'u', 'k', 'u', 'ɾ', 'u']	kukuru	big	grande
18744	1291	sw.csv	kukurukakara	/kukuɾukakaɾa/	['k', 'u', 'k', 'u', 'ɾ', 'u', 'k', 'a', 'k', 'a', 'ɾ', 'a']	kukurukakara	to rush	apurarse
18745	1292	sw.csv	kukusa	/kukusa/	['k', 'u', 'k', 'u', 's', 'a']	kukusa	to smell	oler
18746	1293	sw.csv	kukusanya	/kukusaɲa/	['k', 'u', 'k', 'u', 's', 'a', 'ɲ', 'a']	kukusaña	collect	recolectar
18747	1294	sw.csv	kukusanyika	/kukusaɲika/	['k', 'u', 'k', 'u', 's', 'a', 'ɲ', 'i', 'k', 'a']	kukusañika	to assemble	armar
18748	1295	sw.csv	kukushukuru	/kukuʃukuɾu/	['k', 'u', 'k', 'u', 'ʃ', 'u', 'k', 'u', 'ɾ', 'u']	kukushukuru	to thank you	para agradecerte
18749	1296	sw.csv	kukuta	/kukuta/	['k', 'u', 'k', 'u', 't', 'a']	kukuta	to find	encontrar
18750	1297	sw.csv	kukutana	/kukutana/	['k', 'u', 'k', 'u', 't', 'a', 'n', 'a']	kukutana	to meet	reunirse
18751	1298	sw.csv	kukutanika	/kukutanika/	['k', 'u', 'k', 'u', 't', 'a', 'n', 'i', 'k', 'a']	kukutanika	get together	reunirse
18752	1299	sw.csv	kukutayarish	/kukutajaɾiʃ/	['k', 'u', 'k', 'u', 't', 'a', 'j', 'a', 'ɾ', 'i', 'ʃ']	kukutayarish	prepare you	prepararte
18753	1300	sw.csv	kukutayarishi	/kukutajaɾiʃi/	['k', 'u', 'k', 'u', 't', 'a', 'j', 'a', 'ɾ', 'i', 'ʃ', 'i']	kukutayarishi	to prepare you	para prepararte
18754	1301	sw.csv	kukuthamini	/kukuθamini/	['k', 'u', 'k', 'u', 'θ', 'a', 'm', 'i', 'n', 'i']	kukuthamini	appreciate you	te aprecio
18755	1302	sw.csv	kukutu	/kukutu/	['k', 'u', 'k', 'u', 't', 'u']	kukutu	rust	óxido
18756	1303	sw.csv	kukuwa	/kukuwa/	['k', 'u', 'k', 'u', 'w', 'a']	kukuwa	to be	ser
18757	1304	sw.csv	kula	/kula/	['k', 'u', 'l', 'a']	kula	eat	comer
18758	1305	sw.csv	kulala	/kulala/	['k', 'u', 'l', 'a', 'l', 'a']	kulala	to sleep	dormir
18759	1306	sw.csv	kulalamika	/kulalamika/	['k', 'u', 'l', 'a', 'l', 'a', 'm', 'i', 'k', 'a']	kulalamika	complain	quejarse
18760	1307	sw.csv	kulalana	/kulalana/	['k', 'u', 'l', 'a', 'l', 'a', 'n', 'a']	kulalana	to sleep	dormir
18761	1308	sw.csv	kulasitara	/kulasitaɾa/	['k', 'u', 'l', 'a', 's', 'i', 't', 'a', 'ɾ', 'a']	kulasitara	to hide	esconder
18762	1309	sw.csv	kulawiti	/kulawiti/	['k', 'u', 'l', 'a', 'w', 'i', 't', 'i']	kulawiti	to seduce	seducir
18763	1310	sw.csv	kuli	/kuli/	['k', 'u', 'l', 'i']	kuli	eat	comer
18764	1311	sw.csv	kulihali	/kulihali/	['k', 'u', 'l', 'i', 'h', 'a', 'l', 'i']	kulihali	where	dónde
18765	1312	sw.csv	kulika	/kulika/	['k', 'u', 'l', 'i', 'k', 'a']	kulika	eat	comer
18766	1313	sw.csv	kulikuwa	/kulikuwa/	['k', 'u', 'l', 'i', 'k', 'u', 'w', 'a']	kulikuwa	there was	había
18767	1314	sw.csv	kulima	/kulima/	['k', 'u', 'l', 'i', 'm', 'a']	kulima	to cultivate	cultivar
18768	1315	sw.csv	kulipa	/kulipa/	['k', 'u', 'l', 'i', 'p', 'a']	kulipa	to pay	pagar
18769	1316	sw.csv	kulipata	/kulipata/	['k', 'u', 'l', 'i', 'p', 'a', 't', 'a']	kulipata	found it	Lo encontré
18770	1317	sw.csv	kulisha	/kuliʃa/	['k', 'u', 'l', 'i', 'ʃ', 'a']	kulisha	to feed	alimentar
18771	1318	sw.csv	kulishana	/kuliʃana/	['k', 'u', 'l', 'i', 'ʃ', 'a', 'n', 'a']	kulishana	feed each other	alimentarse unos a otros
18772	1319	sw.csv	kulishika	/kuliʃika/	['k', 'u', 'l', 'i', 'ʃ', 'i', 'k', 'a']	kulishika	hold it	aguantalo
18773	1320	sw.csv	kulishirikisha	/kuliʃiɾikiʃa/	['k', 'u', 'l', 'i', 'ʃ', 'i', 'ɾ', 'i', 'k', 'i', 'ʃ', 'a']	kulishirikisha	share it	Compártelo
18774	1321	sw.csv	kulisukuma	/kulisukuma/	['k', 'u', 'l', 'i', 's', 'u', 'k', 'u', 'm', 'a']	kulisukuma	push it	empujalo
18775	1322	sw.csv	kulithumu	/kuliθumu/	['k', 'u', 'l', 'i', 'θ', 'u', 'm', 'u']	kulithumu	accuse it	acusarlo
18776	1323	sw.csv	kulitukana	/kulitukana/	['k', 'u', 'l', 'i', 't', 'u', 'k', 'a', 'n', 'a']	kulitukana	to insult it	para insultarlo
18777	1324	sw.csv	kulitupa	/kulitupa/	['k', 'u', 'l', 'i', 't', 'u', 'p', 'a']	kulitupa	throw it away	tirar a la basura
18778	1325	sw.csv	kuliwa	/kuliwa/	['k', 'u', 'l', 'i', 'w', 'a']	kuliwa	eaten	comido
18779	1326	sw.csv	kulula	/kulula/	['k', 'u', 'l', 'u', 'l', 'a']	kulula	eat	comer
18780	1327	sw.csv	kululu	/kululu/	['k', 'u', 'l', 'u', 'l', 'u']	kululu	great	excelente
18781	1328	sw.csv	kuma	/kuma/	['k', 'u', 'm', 'a']	kuma	there	allá
18782	1329	sw.csv	kumahanika	/kumahanika/	['k', 'u', 'm', 'a', 'h', 'a', 'n', 'i', 'k', 'a']	kumahanika	what&#39;s up	qué pasa
18783	1330	sw.csv	kumi	/kumi/	['k', 'u', 'm', 'i']	kumi	ten	diez
18784	1331	sw.csv	kumikumi	/kumikumi/	['k', 'u', 'm', 'i', 'k', 'u', 'm', 'i']	kumikumi	kicking him	pateándolo
18785	1332	sw.csv	kumiliki	/kumiliki/	['k', 'u', 'm', 'i', 'l', 'i', 'k', 'i']	kumiliki	to own	poseer
18786	1333	sw.csv	kumimina	/kumimina/	['k', 'u', 'm', 'i', 'm', 'i', 'n', 'a']	kumimina	to pour	para verter
18787	1334	sw.csv	kumiminiwa	/kumiminiwa/	['k', 'u', 'm', 'i', 'm', 'i', 'n', 'i', 'w', 'a']	kumiminiwa	poured out	derramado
18788	1335	sw.csv	kuminya	/kumiɲa/	['k', 'u', 'm', 'i', 'ɲ', 'a']	kumiña	squeeze	estrujar
18789	1336	sw.csv	kuna	/kuna/	['k', 'u', 'n', 'a']	kuna	there is	hay
18790	1337	sw.csv	kunakuwa	/kunakuwa/	['k', 'u', 'n', 'a', 'k', 'u', 'w', 'a']	kunakuwa	there is	hay
18791	1338	sw.csv	kunasa	/kunasa/	['k', 'u', 'n', 'a', 's', 'a']	kunasa	capture	captura
18792	1339	sw.csv	kunata	/kunata/	['k', 'u', 'n', 'a', 't', 'a']	kunata	sticky	pegajoso
18793	1340	sw.csv	kunawa	/kunawa/	['k', 'u', 'n', 'a', 'w', 'a']	kunawa	to wash	lavar
18794	1341	sw.csv	kuni	/kuni/	['k', 'u', 'n', 'i']	kuni	wood	madera
18795	1342	sw.csv	kunihusu	/kunihusu/	['k', 'u', 'n', 'i', 'h', 'u', 's', 'u']	kunihusu	about me	Acerca de mí
18796	1343	sw.csv	kunikamata	/kunikamata/	['k', 'u', 'n', 'i', 'k', 'a', 'm', 'a', 't', 'a']	kunikamata	catch me	Atrápame
18797	1344	sw.csv	kunikasiriki	/kunikasiɾiki/	['k', 'u', 'n', 'i', 'k', 'a', 's', 'i', 'ɾ', 'i', 'k', 'i']	kunikasiriki	angry with me	enojado conmigo
18798	1345	sw.csv	kunikirimu	/kunikiɾimu/	['k', 'u', 'n', 'i', 'k', 'i', 'ɾ', 'i', 'm', 'u']	kunikirimu	treat me	tratarme
18799	1346	sw.csv	kunipa	/kunipa/	['k', 'u', 'n', 'i', 'p', 'a']	kunipa	give me	dame
18800	1347	sw.csv	kunipaka	/kunipaka/	['k', 'u', 'n', 'i', 'p', 'a', 'k', 'a']	kunipaka	paint me	pintarme
18801	1348	sw.csv	kunipima	/kunipima/	['k', 'u', 'n', 'i', 'p', 'i', 'm', 'a']	kunipima	test me	pruebame
18802	1349	sw.csv	kunisalimisha	/kunisalimiʃa/	['k', 'u', 'n', 'i', 's', 'a', 'l', 'i', 'm', 'i', 'ʃ', 'a']	kunisalimisha	surrender me	entrégame
18803	1350	sw.csv	kunishika	/kuniʃika/	['k', 'u', 'n', 'i', 'ʃ', 'i', 'k', 'a']	kunishika	hold me	Abrázame
18804	1351	sw.csv	kunishiriki	/kuniʃiɾiki/	['k', 'u', 'n', 'i', 'ʃ', 'i', 'ɾ', 'i', 'k', 'i']	kunishiriki	share me	comparteme
18805	1352	sw.csv	kunisimamisha	/kunisimamiʃa/	['k', 'u', 'n', 'i', 's', 'i', 'm', 'a', 'm', 'i', 'ʃ', 'a']	kunisimamisha	stop me	detenerme
18806	1353	sw.csv	kunitakasa	/kunitakasa/	['k', 'u', 'n', 'i', 't', 'a', 'k', 'a', 's', 'a']	kunitakasa	cleanse me	límpiame
18807	1354	sw.csv	kunitayarish	/kunitajaɾiʃ/	['k', 'u', 'n', 'i', 't', 'a', 'j', 'a', 'ɾ', 'i', 'ʃ']	kunitayarish	prepare me	prepárame
18808	1355	sw.csv	kunitayarisha	/kunitajaɾiʃa/	['k', 'u', 'n', 'i', 't', 'a', 'j', 'a', 'ɾ', 'i', 'ʃ', 'a']	kunitayarisha	to prepare me	para prepararme
18809	1356	sw.csv	kunitukana	/kunitukana/	['k', 'u', 'n', 'i', 't', 'u', 'k', 'a', 'n', 'a']	kunitukana	to insult me	para insultarme
18810	1357	sw.csv	kunuka	/kunuka/	['k', 'u', 'n', 'u', 'k', 'a']	kunuka	to smell	oler
18811	1358	sw.csv	kunukuliwa	/kunukuliwa/	['k', 'u', 'n', 'u', 'k', 'u', 'l', 'i', 'w', 'a']	kunukuliwa	to be quoted	Ser citado
18812	1359	sw.csv	kununa	/kununa/	['k', 'u', 'n', 'u', 'n', 'a']	kununa	grumpy	gruñón
18813	1360	sw.csv	kununu	/kununu/	['k', 'u', 'n', 'u', 'n', 'u']	kununu	to buy	comprar
18814	1361	sw.csv	kununuliwa	/kununuliwa/	['k', 'u', 'n', 'u', 'n', 'u', 'l', 'i', 'w', 'a']	kununuliwa	purchased	comprado
18815	1362	sw.csv	kunusa	/kunusa/	['k', 'u', 'n', 'u', 's', 'a']	kunusa	to smell	oler
18816	1363	sw.csv	kunusi	/kunusi/	['k', 'u', 'n', 'u', 's', 'i']	kunusi	nose	nariz
18817	1364	sw.csv	kunuti	/kunuti/	['k', 'u', 'n', 'u', 't', 'i']	kunuti	you	tú
18818	1365	sw.csv	kunya	/kuɲa/	['k', 'u', 'ɲ', 'a']	kuña	shy away	espantarse
18819	1366	sw.csv	kunyata	/kuɲata/	['k', 'u', 'ɲ', 'a', 't', 'a']	kuñata	to trot	trotar
18820	1367	sw.csv	kunyima	/kuɲima/	['k', 'u', 'ɲ', 'i', 'm', 'a']	kuñima	deny	denegar
18821	1368	sw.csv	kunyiririka	/kuɲiɾiɾika/	['k', 'u', 'ɲ', 'i', 'ɾ', 'i', 'ɾ', 'i', 'k', 'a']	kuñiririka	flow	fluir
18822	1369	sw.csv	kunyunyu	/kuɲuɲu/	['k', 'u', 'ɲ', 'u', 'ɲ', 'u']	kuñuñu	shower	ducha
18823	1370	sw.csv	kunyura	/kuɲuɾa/	['k', 'u', 'ɲ', 'u', 'ɾ', 'a']	kuñura	to sink	ahogo
18824	1371	sw.csv	kupa	/kupa/	['k', 'u', 'p', 'a']	kupa	to give	dar
18825	1372	sw.csv	kupaka	/kupaka/	['k', 'u', 'p', 'a', 'k', 'a']	kupaka	to paint	pintar
18826	1373	sw.csv	kupakana	/kupakana/	['k', 'u', 'p', 'a', 'k', 'a', 'n', 'a']	kupakana	to border	a la frontera
18827	1374	sw.csv	kupaki	/kupaki/	['k', 'u', 'p', 'a', 'k', 'i']	kupaki	to pack	para empacar
18828	1375	sw.csv	kupaliwa	/kupaliwa/	['k', 'u', 'p', 'a', 'l', 'i', 'w', 'a']	kupaliwa	to be eaten	para ser comido
18829	1376	sw.csv	kupapasa	/kupapasa/	['k', 'u', 'p', 'a', 'p', 'a', 's', 'a']	kupapasa	grope	ir a tientas
18830	1377	sw.csv	kupapasapapa	/kupapasapapa/	['k', 'u', 'p', 'a', 'p', 'a', 's', 'a', 'p', 'a', 'p', 'a']	kupapasapapa	fumbling	revuelto
18831	1378	sw.csv	kupapatika	/kupapatika/	['k', 'u', 'p', 'a', 'p', 'a', 't', 'i', 'k', 'a']	kupapatika	available	disponible
18832	1379	sw.csv	kupashika	/kupaʃika/	['k', 'u', 'p', 'a', 'ʃ', 'i', 'k', 'a']	kupashika	to stick	pegarse
18833	1380	sw.csv	kupasi	/kupasi/	['k', 'u', 'p', 'a', 's', 'i']	kupasi	to pass	pasar
18834	1381	sw.csv	kupasuka	/kupasuka/	['k', 'u', 'p', 'a', 's', 'u', 'k', 'a']	kupasuka	burst	explosión
18835	1382	sw.csv	kupasukapasuka	/kupasukapasuka/	['k', 'u', 'p', 'a', 's', 'u', 'k', 'a', 'p', 'a', 's', 'u', 'k', 'a']	kupasukapasuka	crack crack	grieta grieta
18836	1383	sw.csv	kupata	/kupata/	['k', 'u', 'p', 'a', 't', 'a']	kupata	get	conseguir
18837	1384	sw.csv	kupatana	/kupatana/	['k', 'u', 'p', 'a', 't', 'a', 'n', 'a']	kupatana	get along	llevarse bien
18838	1385	sw.csv	kupatanisha	/kupataniʃa/	['k', 'u', 'p', 'a', 't', 'a', 'n', 'i', 'ʃ', 'a']	kupatanisha	reconcile	conciliar
18839	1386	sw.csv	kupatikana	/kupatikana/	['k', 'u', 'p', 'a', 't', 'i', 'k', 'a', 'n', 'a']	kupatikana	found	encontró
18840	1387	sw.csv	kupatiwa	/kupatiwa/	['k', 'u', 'p', 'a', 't', 'i', 'w', 'a']	kupatiwa	given	dado
18841	1388	sw.csv	kupayukapayu	/kupajukapaju/	['k', 'u', 'p', 'a', 'j', 'u', 'k', 'a', 'p', 'a', 'j', 'u']	kupayukapayu	wandering	errante
18842	1389	sw.csv	kupika	/kupika/	['k', 'u', 'p', 'i', 'k', 'a']	kupika	to cook	cocinar
18843	1390	sw.csv	kupima	/kupima/	['k', 'u', 'p', 'i', 'm', 'a']	kupima	measure	medida
18844	1391	sw.csv	kupimana	/kupimana/	['k', 'u', 'p', 'i', 'm', 'a', 'n', 'a']	kupimana	measure each other	medirnos unos a otros
18845	1392	sw.csv	kupita	/kupita/	['k', 'u', 'p', 'i', 't', 'a']	kupita	to pass	pasar
18846	1393	sw.csv	kupitana	/kupitana/	['k', 'u', 'p', 'i', 't', 'a', 'n', 'a']	kupitana	pass each other	cruzarse
18847	1394	sw.csv	kupitapita	/kupitapita/	['k', 'u', 'p', 'i', 't', 'a', 'p', 'i', 't', 'a']	kupitapita	pass by	pasar por
18848	1395	sw.csv	kupitisha	/kupitiʃa/	['k', 'u', 'p', 'i', 't', 'i', 'ʃ', 'a']	kupitisha	to pass	pasar
18849	1396	sw.csv	kupitishiwa	/kupitiʃiwa/	['k', 'u', 'p', 'i', 't', 'i', 'ʃ', 'i', 'w', 'a']	kupitishiwa	passed	aprobado
18850	1397	sw.csv	kupitiwa	/kupitiwa/	['k', 'u', 'p', 'i', 't', 'i', 'w', 'a']	kupitiwa	reviewed	revisado
18851	1398	sw.csv	kupituka	/kupituka/	['k', 'u', 'p', 'i', 't', 'u', 'k', 'a']	kupituka	to break	romper
18852	1399	sw.csv	kupuka	/kupuka/	['k', 'u', 'p', 'u', 'k', 'a']	kupuka	to blow	soplar
18853	1400	sw.csv	kupukupu	/kupukupu/	['k', 'u', 'p', 'u', 'k', 'u', 'p', 'u']	kupukupu	to fly	para volar
18854	1401	sw.csv	kupuma	/kupuma/	['k', 'u', 'p', 'u', 'm', 'a']	kupuma	to breathe	respirar
18855	1402	sw.csv	kupuruka	/kupuɾuka/	['k', 'u', 'p', 'u', 'ɾ', 'u', 'k', 'a']	kupuruka	to fly	para volar
18856	1403	sw.csv	kupurura	/kupuɾuɾa/	['k', 'u', 'p', 'u', 'ɾ', 'u', 'ɾ', 'a']	kupurura	plucking	punteo
18857	1404	sw.csv	kura	/kuɾa/	['k', 'u', 'ɾ', 'a']	kura	lot	lote
18858	1405	sw.csv	kuraruka	/kuɾaɾuka/	['k', 'u', 'ɾ', 'a', 'ɾ', 'u', 'k', 'a']	kuraruka	to tear	para llorar
18859	1406	sw.csv	kurasa	/kuɾasa/	['k', 'u', 'ɾ', 'a', 's', 'a']	kurasa	pages	paginas
18860	1407	sw.csv	kurithi	/kuɾiθi/	['k', 'u', 'ɾ', 'i', 'θ', 'i']	kurithi	to inherit	heredar
18861	1408	sw.csv	kuru	/kuɾu/	['k', 'u', 'ɾ', 'u']	kuru	kuru	kuru
18862	1409	sw.csv	kuruhusiwa	/kuɾuhusiwa/	['k', 'u', 'ɾ', 'u', 'h', 'u', 's', 'i', 'w', 'a']	kuruhusiwa	allowed	permitido
18863	1410	sw.csv	kuruhusu	/kuɾuhusu/	['k', 'u', 'ɾ', 'u', 'h', 'u', 's', 'u']	kuruhusu	to allow	permitir
18864	1411	sw.csv	kuruka	/kuɾuka/	['k', 'u', 'ɾ', 'u', 'k', 'a']	kuruka	to fly	volar
18865	1412	sw.csv	kurukaruka	/kuɾukaɾuka/	['k', 'u', 'ɾ', 'u', 'k', 'a', 'ɾ', 'u', 'k', 'a']	kurukaruka	to jump	saltar
18866	1413	sw.csv	kurupuka	/kuɾupuka/	['k', 'u', 'ɾ', 'u', 'p', 'u', 'k', 'a']	kurupuka	fly away	alejarse
18867	1414	sw.csv	kurupusha	/kuɾupuʃa/	['k', 'u', 'ɾ', 'u', 'p', 'u', 'ʃ', 'a']	kurupusha	to reject	rechazar
18868	1415	sw.csv	kurura	/kuɾuɾa/	['k', 'u', 'ɾ', 'u', 'ɾ', 'a']	kurura	tear	lágrima
18869	1416	sw.csv	kururu	/kuɾuɾu/	['k', 'u', 'ɾ', 'u', 'ɾ', 'u']	kururu	roar	rugido
18870	1417	sw.csv	kurusha	/kuɾuʃa/	['k', 'u', 'ɾ', 'u', 'ʃ', 'a']	kurusha	throwing	lanzamiento
18871	1418	sw.csv	kurusharusha	/kuɾuʃaɾuʃa/	['k', 'u', 'ɾ', 'u', 'ʃ', 'a', 'ɾ', 'u', 'ʃ', 'a']	kurusharusha	throwing	lanzamiento
18872	1419	sw.csv	kuruta	/kuɾuta/	['k', 'u', 'ɾ', 'u', 't', 'a']	kuruta	drag	arrastrar
18873	1420	sw.csv	kusa	/kusa/	['k', 'u', 's', 'a']	kusa	to bite	kusa
18874	1421	sw.csv	kusahihisha	/kusahihiʃa/	['k', 'u', 's', 'a', 'h', 'i', 'h', 'i', 'ʃ', 'a']	kusahihisha	to correct	corregir
18875	1422	sw.csv	kusahihishan	/kusahihiʃan/	['k', 'u', 's', 'a', 'h', 'i', 'h', 'i', 'ʃ', 'a', 'n']	kusahihishan	to correct each other	para corregirse unos a otros
18876	1423	sw.csv	kusahihishana	/kusahihiʃana/	['k', 'u', 's', 'a', 'h', 'i', 'h', 'i', 'ʃ', 'a', 'n', 'a']	kusahihishana	to correct each other	para corregirse unos a otros
18877	1424	sw.csv	kusali	/kusali/	['k', 'u', 's', 'a', 'l', 'i']	kusali	to pray	a orar
18878	1425	sw.csv	kusalimika	/kusalimika/	['k', 'u', 's', 'a', 'l', 'i', 'm', 'i', 'k', 'a']	kusalimika	survive	sobrevivir
18879	1426	sw.csv	kusalimiwa	/kusalimiwa/	['k', 'u', 's', 'a', 'l', 'i', 'm', 'i', 'w', 'a']	kusalimiwa	to be greeted	ser saludado
18880	1427	sw.csv	kusaliti	/kusaliti/	['k', 'u', 's', 'a', 'l', 'i', 't', 'i']	kusaliti	to betray	traicionar
18881	1428	sw.csv	kusanya	/kusaɲa/	['k', 'u', 's', 'a', 'ɲ', 'a']	kusaña	collect	recolectar
18882	1429	sw.csv	kusanyika	/kusaɲika/	['k', 'u', 's', 'a', 'ɲ', 'i', 'k', 'a']	kusañika	get together	reunirse
18883	1430	sw.csv	kushawishi	/kuʃawiʃi/	['k', 'u', 'ʃ', 'a', 'w', 'i', 'ʃ', 'i']	kushawishi	convince	convencer
18884	1431	sw.csv	kushika	/kuʃika/	['k', 'u', 'ʃ', 'i', 'k', 'a']	kushika	to hold	sostener
18885	1432	sw.csv	kushikamana	/kuʃikamana/	['k', 'u', 'ʃ', 'i', 'k', 'a', 'm', 'a', 'n', 'a']	kushikamana	stick together	permanecer juntos
18886	1433	sw.csv	kushikamanisha	/kuʃikamaniʃa/	['k', 'u', 'ʃ', 'i', 'k', 'a', 'm', 'a', 'n', 'i', 'ʃ', 'a']	kushikamanisha	to attach	adjuntar
18887	1434	sw.csv	kushikamanishi	/kuʃikamaniʃi/	['k', 'u', 'ʃ', 'i', 'k', 'a', 'm', 'a', 'n', 'i', 'ʃ', 'i']	kushikamanishi	to stick together	mantenerse juntos
18888	1435	sw.csv	kushikana	/kuʃikana/	['k', 'u', 'ʃ', 'i', 'k', 'a', 'n', 'a']	kushikana	stick together	permanecer juntos
18889	1436	sw.csv	kushikika	/kuʃikika/	['k', 'u', 'ʃ', 'i', 'k', 'i', 'k', 'a']	kushikika	tangible	tangible
18890	1437	sw.csv	kushikiliwa	/kuʃikiliwa/	['k', 'u', 'ʃ', 'i', 'k', 'i', 'l', 'i', 'w', 'a']	kushikiliwa	to be held	ser agarrado
18891	1438	sw.csv	kushiriki	/kuʃiɾiki/	['k', 'u', 'ʃ', 'i', 'ɾ', 'i', 'k', 'i']	kushiriki	share	compartir
18892	1439	sw.csv	kushirikish	/kuʃiɾikiʃ/	['k', 'u', 'ʃ', 'i', 'ɾ', 'i', 'k', 'i', 'ʃ']	kushirikish	share	compartir
18893	1440	sw.csv	kushuka	/kuʃuka/	['k', 'u', 'ʃ', 'u', 'k', 'a']	kushuka	drop off	dejar
18894	1441	sw.csv	kushurutish	/kuʃuɾutiʃ/	['k', 'u', 'ʃ', 'u', 'ɾ', 'u', 't', 'i', 'ʃ']	kushurutish	to force	para forzar
