ordinal	fil	filename	word	tokenised	qichwa	english	spanish
82	mya	mya_mymr_broad.tsv	လည်း	['l', 'i']	li	too	también
83	mya	mya_mymr_broad.tsv	လာ	['l', 'a']	la	come	venir
84	mya	mya_mymr_broad.tsv	လား	['l', 'a']	la	Is it?	¿Lo es?
85	mya	mya_mymr_broad.tsv	လီ	['l', 'i']	li	Lee	Sotavento
86	mya	mya_mymr_broad.tsv	လီတာ	['l', 'i', 't', 'a']	lita	Liter	Litro
87	mya	mya_mymr_broad.tsv	လီး	['l', 'i']	li	Lee	Sotavento
88	mya	mya_mymr_broad.tsv	လူ	['l', 'u']	lu	human	humano
89	mya	mya_mymr_broad.tsv	လျားလျား	['j', 'a', 'j', 'a']	yaya	Length	Longitud
90	mya	mya_mymr_broad.tsv	လျှာ	['ʃ', 'a']	sha	Tongue	Lengua
91	mya	mya_mymr_broad.tsv	လျှာရည်	['ʃ', 'a', 'j', 'i']	shayi	Tongue liquid	Líquido de lengua
92	mya	mya_mymr_broad.tsv	ဝါ	['w', 'a']	wa	Wa	Washington
93	mya	mya_mymr_broad.tsv	ဝါရှာ	['w', 'a', 'ʃ', 'a']	washa	Washa	Washa
94	mya	mya_mymr_broad.tsv	ဝါး	['w', 'a']	wa	Bamboo	Bambú
95	mya	mya_mymr_broad.tsv	ဝီစီ	['w', 'i', 's', 'i']	wisi	Whistle	Silbar
96	mya	mya_mymr_broad.tsv	သည်း	['θ', 'i']	thi	Dough	Masa
97	mya	mya_mymr_broad.tsv	သား	['θ', 'a']	tha	son	hijo
98	mya	mya_mymr_broad.tsv	သီး	['θ', 'i']	thi	Fruit	Fruta
99	mya	mya_mymr_broad.tsv	သူ	['θ', 'u']	thu	he	él
100	mya	mya_mymr_broad.tsv	သူနာ	['θ', 'u', 'n', 'a']	thuna	Patient	Paciente
101	mya	mya_mymr_broad.tsv	ဟားခါး	['h', 'a', 'kʰ', 'a']	hakha	Haha	Ja ja
102	mya	mya_mymr_broad.tsv	ဟီ	['h', 'i']	hi	Hee	jeje
103	mya	mya_mymr_broad.tsv	ဟူ	['h', 'u']	hu	What?	¿Qué?
104	mya	mya_mymr_broad.tsv	ဟူးရား	['h', 'u', 'j', 'a']	huya	Hooray!	¡Hurra!
105	mya	mya_mymr_broad.tsv	ဟူးဟူး	['h', 'u', 'h', 'u']	huhu	Hoo hoo	hoo hoo
1	nan	nan_hani_xi_broad.tsv	㔂	['l', 'a', 'n']	lan		
2	nan	nan_hani_xi_broad.tsv	㧣	['t', 'u']	tu		
3	nan	nan_hani_xi_broad.tsv	㾪	['s', 'a', 'n']	san		
4	nan	nan_hani_xi_broad.tsv	䃎	['t', 'a']	ta		
5	nan	nan_hani_xi_broad.tsv	䫀	['k', 'u', 'n']	kun		
6	nan	nan_hani_xi_broad.tsv	三	['s', 'a', 'm']	sam		
7	nan	nan_hani_xi_broad.tsv	三	['s', 'a', 'm']	sam		
8	nan	nan_hani_xi_broad.tsv	下	['h', 'a']	ha		
9	nan	nan_hani_xi_broad.tsv	下去	['h', 'a', 'kʰ', 'i']	hakhi		
10	nan	nan_hani_xi_broad.tsv	下品	['h', 'a', 'pʰ', 'i', 'n']	haphin		
11	nan	nan_hani_xi_broad.tsv	下士	['h', 'a', 's', 'u']	hasu		
12	nan	nan_hani_xi_broad.tsv	下嫁	['h', 'a', 'k', 'a']	haka		
13	nan	nan_hani_xi_broad.tsv	下山	['h', 'a', 's', 'a', 'n']	hasan		
14	nan	nan_hani_xi_broad.tsv	下巴	['h', 'a', 'p', 'a']	hapa		
15	nan	nan_hani_xi_broad.tsv	下旬	['h', 'a', 's', 'u', 'n']	hasun		
16	nan	nan_hani_xi_broad.tsv	下沉	['h', 'a', 't', 'i', 'm']	hatim		
17	nan	nan_hani_xi_broad.tsv	下浮	['h', 'a', 'h', 'u']	hahu		
18	nan	nan_hani_xi_broad.tsv	下班	['h', 'a', 'p', 'a', 'n']	hapan		
19	nan	nan_hani_xi_broad.tsv	下痢	['h', 'a', 'l', 'i']	hali		
20	nan	nan_hani_xi_broad.tsv	下肢	['h', 'a', 'k', 'i']	haki		
21	nan	nan_hani_xi_broad.tsv	下限	['h', 'a', 'h', 'a', 'n']	hahan		
22	nan	nan_hani_xi_broad.tsv	丕	['pʰ', 'i']	phi		
23	nan	nan_hani_xi_broad.tsv	丘	['kʰ', 'u']	khu		
24	nan	nan_hani_xi_broad.tsv	丨	['k', 'u', 'n']	kun		
25	nan	nan_hani_xi_broad.tsv	丹	['t', 'a', 'n']	tan		
26	nan	nan_hani_xi_broad.tsv	久	['k', 'u']	ku		
27	nan	nan_hani_xi_broad.tsv	久久	['k', 'u', 'k', 'u']	kuku		
28	nan	nan_hani_xi_broad.tsv	乒	['pʰ', 'i', 'n']	phin		
29	nan	nan_hani_xi_broad.tsv	乞	['kʰ', 'i']	khi		
30	nan	nan_hani_xi_broad.tsv	乳	['l', 'u']	lu		
31	nan	nan_hani_xi_broad.tsv	乾	['k', 'a', 'n']	kan		
32	nan	nan_hani_xi_broad.tsv	事	['s', 'u']	su		
33	nan	nan_hani_xi_broad.tsv	事事	['s', 'u', 's', 'u']	susu		
34	nan	nan_hani_xi_broad.tsv	事理	['s', 'u', 'l', 'i']	suli		
35	nan	nan_hani_xi_broad.tsv	二	['l', 'i']	li		
36	nan	nan_hani_xi_broad.tsv	云	['u', 'n']	un		
37	nan	nan_hani_xi_broad.tsv	云云	['u', 'n', 'u', 'n']	unun		
38	nan	nan_hani_xi_broad.tsv	亞軍	['a', 'k', 'u', 'n']	akun		
39	nan	nan_hani_xi_broad.tsv	交	['k', 'a']	ka		
40	nan	nan_hani_xi_broad.tsv	交落	['k', 'a', 'l', 'a', 'k̚']	kalak		
41	nan	nan_hani_xi_broad.tsv	亭	['t', 'a', 'n']	tan		
42	nan	nan_hani_xi_broad.tsv	人	['l', 'i', 'n']	lin		
43	nan	nan_hani_xi_broad.tsv	仁	['l', 'i', 'n']	lin		
44	nan	nan_hani_xi_broad.tsv	仆	['pʰ', 'a', 'k̚']	phak		
45	nan	nan_hani_xi_broad.tsv	今	['k', 'i', 'm']	kim		
46	nan	nan_hani_xi_broad.tsv	今	['k', 'i', 'n']	kin		
47	nan	nan_hani_xi_broad.tsv	今仔	['k', 'i', 'n', 'a']	kina		
48	nan	nan_hani_xi_broad.tsv	仕女	['s', 'u', 'l', 'i']	suli		
49	nan	nan_hani_xi_broad.tsv	他	['tʰ', 'a']	tha		
50	nan	nan_hani_xi_broad.tsv	他人	['tʰ', 'a', 'l', 'i', 'n']	thalin		
51	nan	nan_hani_xi_broad.tsv	付	['h', 'u']	hu		
52	nan	nan_hani_xi_broad.tsv	以下	['i', 'h', 'a']	iha		
53	nan	nan_hani_xi_broad.tsv	以北	['i', 'p', 'a', 'k̚']	ipak		
54	nan	nan_hani_xi_broad.tsv	以南	['i', 'l', 'a', 'm']	ilam		
55	nan	nan_hani_xi_broad.tsv	以致	['i', 't', 'i']	iti		
56	nan	nan_hani_xi_broad.tsv	仳	['p', 'i']	pi		
57	nan	nan_hani_xi_broad.tsv	仳	['p', 'i']	pi		
58	nan	nan_hani_xi_broad.tsv	任	['l', 'i', 'm']	lim		
59	nan	nan_hani_xi_broad.tsv	任	['l', 'i', 'm']	lim		
60	nan	nan_hani_xi_broad.tsv	任意	['l', 'i', 'm', 'i']	limi		
61	nan	nan_hani_xi_broad.tsv	份	['h', 'u', 'n']	hun		
62	nan	nan_hani_xi_broad.tsv	份	['h', 'u', 'n']	hun		
63	nan	nan_hani_xi_broad.tsv	企	['kʰ', 'i']	khi		
64	nan	nan_hani_xi_broad.tsv	企	['kʰ', 'i']	khi		
65	nan	nan_hani_xi_broad.tsv	伊斯蘭	['i', 's', 'u', 'l', 'a', 'n']	isulan		
66	nan	nan_hani_xi_broad.tsv	伨	['tʰ', 'i', 'n']	thin		
67	nan	nan_hani_xi_broad.tsv	伯	['p', 'a']	pa		
68	nan	nan_hani_xi_broad.tsv	伺	['s', 'u']	su		
69	nan	nan_hani_xi_broad.tsv	伺	['s', 'u']	su		
70	nan	nan_hani_xi_broad.tsv	似	['s', 'u']	su		
71	nan	nan_hani_xi_broad.tsv	但	['t', 'a', 'n']	tan		
72	nan	nan_hani_xi_broad.tsv	但以理	['t', 'a', 'n', 'i', 'l', 'i']	tanili		
73	nan	nan_hani_xi_broad.tsv	佇	['t', 'i']	ti		
74	nan	nan_hani_xi_broad.tsv	佇	['t', 'u']	tu		
75	nan	nan_hani_xi_broad.tsv	低	['t', 'i']	ti		
76	nan	nan_hani_xi_broad.tsv	你	['l', 'i']	li		
77	nan	nan_hani_xi_broad.tsv	佳	['k', 'a']	ka		
78	nan	nan_hani_xi_broad.tsv	佳人	['k', 'a', 'l', 'i', 'n']	kalin		
79	nan	nan_hani_xi_broad.tsv	佳里	['k', 'a', 'l', 'i']	kali		
80	nan	nan_hani_xi_broad.tsv	使	['s', 'u']	su		
81	nan	nan_hani_xi_broad.tsv	使	['s', 'u']	su		
82	nan	nan_hani_xi_broad.tsv	侃	['kʰ', 'a', 'n']	khan		
83	nan	nan_hani_xi_broad.tsv	侍	['s', 'u']	su		
84	nan	nan_hani_xi_broad.tsv	侍女	['s', 'u', 'l', 'u']	sulu		
85	nan	nan_hani_xi_broad.tsv	侖	['l', 'u', 'n']	lun		
86	nan	nan_hani_xi_broad.tsv	依序	['i', 's', 'u']	isu		
87	nan	nan_hani_xi_broad.tsv	依據	['i', 'k', 'u']	iku		
88	nan	nan_hani_xi_broad.tsv	依稀	['i', 'h', 'i']	ihi		
89	nan	nan_hani_xi_broad.tsv	依舊	['i', 'k', 'u']	iku		
90	nan	nan_hani_xi_broad.tsv	依附	['i', 'h', 'u']	ihu		
91	nan	nan_hani_xi_broad.tsv	侶	['l', 'u']	lu		
92	nan	nan_hani_xi_broad.tsv	侶	['l', 'u']	lu		
93	nan	nan_hani_xi_broad.tsv	便	['p', 'a', 'n']	pan		
94	nan	nan_hani_xi_broad.tsv	俐	['l', 'i']	li		
95	nan	nan_hani_xi_broad.tsv	俘	['h', 'u']	hu		
96	nan	nan_hani_xi_broad.tsv	俞	['l', 'u']	lu		
97	nan	nan_hani_xi_broad.tsv	俯	['h', 'u']	hu		
98	nan	nan_hani_xi_broad.tsv	俱	['k', 'u']	ku		
99	nan	nan_hani_xi_broad.tsv	俺	['a', 'm']	am		
100	nan	nan_hani_xi_broad.tsv	俺	['a', 'n']	an		
101	nan	nan_hani_xi_broad.tsv	俺	['l', 'a', 'n']	lan		
102	nan	nan_hani_xi_broad.tsv	俾	['p', 'i']	pi		
103	nan	nan_hani_xi_broad.tsv	俾	['p', 'i']	pi		
104	nan	nan_hani_xi_broad.tsv	俾	['pʰ', 'i']	phi		
105	nan	nan_hani_xi_broad.tsv	倨	['k', 'u']	ku		
106	nan	nan_hani_xi_broad.tsv	倫	['l', 'u', 'n']	lun		
107	nan	nan_hani_xi_broad.tsv	假	['k', 'a']	ka		
108	nan	nan_hani_xi_broad.tsv	假	['k', 'a']	ka		
109	nan	nan_hani_xi_broad.tsv	假使	['k', 'a', 's', 'u']	kasu		
110	nan	nan_hani_xi_broad.tsv	假如	['k', 'a', 'l', 'u']	kalu		
111	nan	nan_hani_xi_broad.tsv	假期	['k', 'a', 'k', 'i']	kaki		
112	nan	nan_hani_xi_broad.tsv	假期	['k', 'a', 'k', 'i']	kaki		
113	nan	nan_hani_xi_broad.tsv	假肢	['k', 'a', 'k', 'i']	kaki		
114	nan	nan_hani_xi_broad.tsv	傀	['k', 'a']	ka		
115	nan	nan_hani_xi_broad.tsv	傅	['h', 'u']	hu		
116	nan	nan_hani_xi_broad.tsv	傘	['s', 'a', 'n']	san		
117	nan	nan_hani_xi_broad.tsv	備	['p', 'i']	pi		
118	nan	nan_hani_xi_broad.tsv	備份	['p', 'i', 'h', 'u', 'n']	pihun		
119	nan	nan_hani_xi_broad.tsv	備辦	['p', 'i', 'p', 'a', 'n']	pipan		
120	nan	nan_hani_xi_broad.tsv	傻	['s', 'a']	sa		
121	nan	nan_hani_xi_broad.tsv	傻	['s', 'a']	sa		
122	nan	nan_hani_xi_broad.tsv	僅	['k', 'i', 'n']	kin		
123	nan	nan_hani_xi_broad.tsv	僅	['k', 'i', 'n']	kin		
124	nan	nan_hani_xi_broad.tsv	價	['k', 'a']	ka		
125	nan	nan_hani_xi_broad.tsv	儐	['p', 'i', 'n']	pin		
126	nan	nan_hani_xi_broad.tsv	儒	['l', 'u']	lu		
127	nan	nan_hani_xi_broad.tsv	儒學	['l', 'u', 'h', 'a', 'k̚']	luhak		
128	nan	nan_hani_xi_broad.tsv	儒家	['l', 'u', 'k', 'a']	luka		
129	nan	nan_hani_xi_broad.tsv	儒艮	['l', 'u', 'k', 'u', 'n']	lukun		
130	nan	nan_hani_xi_broad.tsv	儲	['tʰ', 'u']	thu		
131	nan	nan_hani_xi_broad.tsv	儲備	['tʰ', 'u', 'p', 'i']	thupi		
132	nan	nan_hani_xi_broad.tsv	儲金	['tʰ', 'u', 'k', 'i', 'm']	thukim		
133	nan	nan_hani_xi_broad.tsv	儷	['l', 'i']	li		
134	nan	nan_hani_xi_broad.tsv	允	['u', 'n']	un		
135	nan	nan_hani_xi_broad.tsv	兒	['l', 'i']	li		
136	nan	nan_hani_xi_broad.tsv	兒女	['l', 'i', 'l', 'u']	lilu		
137	nan	nan_hani_xi_broad.tsv	兒戲	['l', 'i', 'h', 'i']	lihi		
138	nan	nan_hani_xi_broad.tsv	六	['l', 'a', 'k̚']	lak		
139	nan	nan_hani_xi_broad.tsv	共	['k', 'a']	ka		
140	nan	nan_hani_xi_broad.tsv	其	['k', 'i']	ki		
141	nan	nan_hani_xi_broad.tsv	其他	['k', 'i', 'tʰ', 'a']	kitha		
142	nan	nan_hani_xi_broad.tsv	其間	['k', 'i', 'k', 'a', 'n']	kikan		
143	nan	nan_hani_xi_broad.tsv	具	['k', 'u']	ku		
144	nan	nan_hani_xi_broad.tsv	具備	['k', 'u', 'p', 'i']	kupi		
145	nan	nan_hani_xi_broad.tsv	冀	['k', 'i']	ki		
146	nan	nan_hani_xi_broad.tsv	冔	['h', 'u']	hu		
147	nan	nan_hani_xi_broad.tsv	冔	['h', 'u']	hu		
148	nan	nan_hani_xi_broad.tsv	冘	['i', 'm']	im		
149	nan	nan_hani_xi_broad.tsv	冤	['u', 'n']	un		
150	nan	nan_hani_xi_broad.tsv	凜	['l', 'i', 'm']	lim		
151	nan	nan_hani_xi_broad.tsv	几	['k', 'i']	ki		
152	nan	nan_hani_xi_broad.tsv	函	['h', 'a', 'm']	ham		
153	nan	nan_hani_xi_broad.tsv	刃	['l', 'i', 'm']	lim		
154	nan	nan_hani_xi_broad.tsv	刃	['l', 'i', 'n']	lin		
155	nan	nan_hani_xi_broad.tsv	分	['h', 'u', 'n']	hun		
156	nan	nan_hani_xi_broad.tsv	分	['h', 'u', 'n']	hun		
157	nan	nan_hani_xi_broad.tsv	分	['p', 'u', 'n']	pun		
158	nan	nan_hani_xi_broad.tsv	刊	['kʰ', 'a', 'n']	khan		
159	nan	nan_hani_xi_broad.tsv	利	['l', 'i']	li		
160	nan	nan_hani_xi_broad.tsv	利潤	['l', 'i', 'l', 'u', 'n']	lilun		
161	nan	nan_hani_xi_broad.tsv	刪	['s', 'a', 'n']	san		
162	nan	nan_hani_xi_broad.tsv	剃	['tʰ', 'i']	thi		
163	nan	nan_hani_xi_broad.tsv	剔	['tʰ', 'a', 'k̚']	thak		
164	nan	nan_hani_xi_broad.tsv	剝	['p', 'a', 'k̚']	pak		
165	nan	nan_hani_xi_broad.tsv	副	['h', 'u']	hu		
166	nan	nan_hani_xi_broad.tsv	副刊	['h', 'u', 'kʰ', 'a', 'n']	hukhan		
167	nan	nan_hani_xi_broad.tsv	副本	['h', 'u', 'p', 'u', 'n']	hupun		
168	nan	nan_hani_xi_broad.tsv	副署	['h', 'u', 's', 'u']	husu		
169	nan	nan_hani_xi_broad.tsv	副詞	['h', 'u', 's', 'u']	husu		
170	nan	nan_hani_xi_broad.tsv	剺	['l', 'i']	li		
171	nan	nan_hani_xi_broad.tsv	加	['k', 'a']	ka		
172	nan	nan_hani_xi_broad.tsv	加侖	['k', 'a', 'l', 'u', 'n']	kalun		
173	nan	nan_hani_xi_broad.tsv	加利利	['k', 'a', 'l', 'i', 'l', 'i']	kalili		
174	nan	nan_hani_xi_broad.tsv	加班	['k', 'a', 'p', 'a', 'n']	kapan		
175	nan	nan_hani_xi_broad.tsv	加緊	['k', 'a', 'k', 'i', 'n']	kakin		
176	nan	nan_hani_xi_broad.tsv	勘	['kʰ', 'a', 'm']	kham		
177	nan	nan_hani_xi_broad.tsv	勘	['kʰ', 'a', 'm']	kham		
178	nan	nan_hani_xi_broad.tsv	勘印	['kʰ', 'a', 'm', 'i', 'n']	khamin		
179	nan	nan_hani_xi_broad.tsv	勛	['h', 'u', 'n']	hun		
180	nan	nan_hani_xi_broad.tsv	勤	['kʰ', 'u', 'n']	khun		
181	nan	nan_hani_xi_broad.tsv	勻	['u', 'n']	un		
182	nan	nan_hani_xi_broad.tsv	勻勻仔	['u', 'n', 'u', 'n', 'a']	ununa		
183	nan	nan_hani_xi_broad.tsv	匏	['p', 'u']	pu		
184	nan	nan_hani_xi_broad.tsv	匕	['p', 'i']	pi		
185	nan	nan_hani_xi_broad.tsv	北	['p', 'a', 'k̚']	pak		
186	nan	nan_hani_xi_broad.tsv	北仔	['p', 'a', 'k̚', 'a']	paka		
187	nan	nan_hani_xi_broad.tsv	匾	['p', 'i', 'n']	pin		
188	nan	nan_hani_xi_broad.tsv	區	['kʰ', 'u']	khu		
189	nan	nan_hani_xi_broad.tsv	區分	['kʰ', 'u', 'h', 'u', 'n']	khuhun		
190	nan	nan_hani_xi_broad.tsv	區區	['kʰ', 'u', 'kʰ', 'u']	khukhu		
191	nan	nan_hani_xi_broad.tsv	區間	['kʰ', 'u', 'k', 'a', 'n']	khukan		
192	nan	nan_hani_xi_broad.tsv	卑	['p', 'i']	pi		
193	nan	nan_hani_xi_broad.tsv	卑下	['p', 'i', 'h', 'a']	piha		
194	nan	nan_hani_xi_broad.tsv	卑南	['p', 'i', 'l', 'a', 'm']	pilam		
195	nan	nan_hani_xi_broad.tsv	卑鄙	['p', 'i', 'pʰ', 'i']	piphi		
196	nan	nan_hani_xi_broad.tsv	南	['l', 'a', 'm']	lam		
197	nan	nan_hani_xi_broad.tsv	南亞	['l', 'a', 'm', 'a']	lama		
198	nan	nan_hani_xi_broad.tsv	南音	['l', 'a', 'm', 'i', 'm']	lamim		
199	nan	nan_hani_xi_broad.tsv	卡	['kʰ', 'a']	kha		
200	nan	nan_hani_xi_broad.tsv	印	['i', 'n']	in		
201	nan	nan_hani_xi_broad.tsv	印仔	['i', 'n', 'a']	ina		
202	nan	nan_hani_xi_broad.tsv	厲	['l', 'i']	li		
203	nan	nan_hani_xi_broad.tsv	去	['kʰ', 'i']	khi		
204	nan	nan_hani_xi_broad.tsv	去	['kʰ', 'u']	khu		
205	nan	nan_hani_xi_broad.tsv	參	['s', 'a', 'm']	sam		
206	nan	nan_hani_xi_broad.tsv	句	['k', 'u']	ku		
207	nan	nan_hani_xi_broad.tsv	叭	['p', 'a']	pa		
208	nan	nan_hani_xi_broad.tsv	叮	['t', 'i', 'n']	tin		
209	nan	nan_hani_xi_broad.tsv	史	['s', 'u']	su		
210	nan	nan_hani_xi_broad.tsv	史書	['s', 'u', 's', 'u']	susu		
211	nan	nan_hani_xi_broad.tsv	司	['s', 'u']	su		
212	nan	nan_hani_xi_broad.tsv	司機	['s', 'u', 'k', 'i']	suki		
213	nan	nan_hani_xi_broad.tsv	吏	['l', 'i']	li		
214	nan	nan_hani_xi_broad.tsv	吒	['t', 'a']	ta		
215	nan	nan_hani_xi_broad.tsv	君	['k', 'u', 'n']	kun		
216	nan	nan_hani_xi_broad.tsv	吝	['l', 'i', 'n']	lin		
217	nan	nan_hani_xi_broad.tsv	吞	['tʰ', 'u', 'n']	thun		
218	nan	nan_hani_xi_broad.tsv	否	['pʰ', 'i']	phi		
219	nan	nan_hani_xi_broad.tsv	吧	['p', 'a']	pa		
220	nan	nan_hani_xi_broad.tsv	吩	['h', 'u', 'n']	hun		
221	nan	nan_hani_xi_broad.tsv	含	['h', 'a', 'm']	ham		
222	nan	nan_hani_xi_broad.tsv	含	['k', 'a', 'm']	kam		
223	nan	nan_hani_xi_broad.tsv	含意	['h', 'a', 'm', 'i']	hami		
224	nan	nan_hani_xi_broad.tsv	含有	['h', 'a', 'm', 'u']	hamu		
225	nan	nan_hani_xi_broad.tsv	吱	['k', 'i']	ki		
226	nan	nan_hani_xi_broad.tsv	呂	['l', 'u']	lu		
227	nan	nan_hani_xi_broad.tsv	呂	['l', 'u']	lu		
228	nan	nan_hani_xi_broad.tsv	呋	['h', 'u']	hu		
229	nan	nan_hani_xi_broad.tsv	咁	['k', 'a', 'm']	kam		
230	nan	nan_hani_xi_broad.tsv	咐	['h', 'u']	hu		
231	nan	nan_hani_xi_broad.tsv	咖	['k', 'a']	ka		
232	nan	nan_hani_xi_broad.tsv	咖哩粉	['k', 'a', 'l', 'i', 'h', 'u', 'n']	kalihun		
233	nan	nan_hani_xi_broad.tsv	咖喱	['k', 'a', 'l', 'i']	kali		
234	nan	nan_hani_xi_broad.tsv	咖喱粉	['k', 'a', 'l', 'i', 'h', 'u', 'n']	kalihun		
235	nan	nan_hani_xi_broad.tsv	咬	['k', 'a']	ka		
236	nan	nan_hani_xi_broad.tsv	咬咬滾	['k', 'a', 'k', 'a', 'k', 'u', 'n']	kakakun		
237	nan	nan_hani_xi_broad.tsv	咯	['kʰ', 'a', 'k̚']	khak		
238	nan	nan_hani_xi_broad.tsv	咱	['l', 'a', 'n']	lan		
239	nan	nan_hani_xi_broad.tsv	咳	['k', 'a']	ka		
240	nan	nan_hani_xi_broad.tsv	咸	['h', 'a', 'm']	ham		
241	nan	nan_hani_xi_broad.tsv	品	['pʰ', 'i', 'n']	phin		
242	nan	nan_hani_xi_broad.tsv	哈	['h', 'a']	ha		
243	nan	nan_hani_xi_broad.tsv	哈哈	['h', 'a', 'h', 'a']	haha		
244	nan	nan_hani_xi_broad.tsv	哈唏	['h', 'a', 'h', 'i']	hahi		
245	nan	nan_hani_xi_broad.tsv	唅	['a', 'm']	am		
246	nan	nan_hani_xi_broad.tsv	唏	['h', 'i']	hi		
247	nan	nan_hani_xi_broad.tsv	唏	['h', 'i']	hi		
248	nan	nan_hani_xi_broad.tsv	唵	['a', 'm']	am		
249	nan	nan_hani_xi_broad.tsv	啉	['l', 'a', 'm']	lam		
250	nan	nan_hani_xi_broad.tsv	啉	['l', 'i', 'm']	lim		
251	nan	nan_hani_xi_broad.tsv	啖	['t', 'a', 'm']	tam		
252	nan	nan_hani_xi_broad.tsv	啡	['p', 'i']	pi		
253	nan	nan_hani_xi_broad.tsv	啤	['p', 'i']	pi		
254	nan	nan_hani_xi_broad.tsv	啼	['tʰ', 'i']	thi		
255	nan	nan_hani_xi_broad.tsv	喇	['l', 'a']	la		
256	nan	nan_hani_xi_broad.tsv	喇叭	['l', 'a', 'p', 'a']	lapa		
257	nan	nan_hani_xi_broad.tsv	喊	['h', 'a', 'm']	ham		
258	nan	nan_hani_xi_broad.tsv	喊	['h', 'a', 'n']	han		
259	nan	nan_hani_xi_broad.tsv	喜	['h', 'i']	hi		
260	nan	nan_hani_xi_broad.tsv	喜事	['h', 'i', 's', 'u']	hisu		
261	nan	nan_hani_xi_broad.tsv	喜氣	['h', 'i', 'kʰ', 'i']	hikhi		
262	nan	nan_hani_xi_broad.tsv	單	['t', 'a', 'n']	tan		
263	nan	nan_hani_xi_broad.tsv	喻	['l', 'u']	lu		
264	nan	nan_hani_xi_broad.tsv	嗣	['s', 'u']	su		
265	nan	nan_hani_xi_broad.tsv	嘆	['tʰ', 'a', 'n']	than		
266	nan	nan_hani_xi_broad.tsv	嘉	['k', 'a']	ka		
267	nan	nan_hani_xi_broad.tsv	嘉許	['k', 'a', 'h', 'i']	kahi		
268	nan	nan_hani_xi_broad.tsv	嘉賓	['k', 'a', 'p', 'i', 'n']	kapin		
269	nan	nan_hani_xi_broad.tsv	嘉魚	['k', 'a', 'h', 'i']	kahi		
270	nan	nan_hani_xi_broad.tsv	嘟	['t', 'u']	tu		
271	nan	nan_hani_xi_broad.tsv	嘟嘟	['t', 'u', 't', 'u']	tutu		
272	nan	nan_hani_xi_broad.tsv	嘰	['k', 'i']	ki		
273	nan	nan_hani_xi_broad.tsv	嘶	['s', 'u']	su		
274	nan	nan_hani_xi_broad.tsv	嘻	['h', 'i']	hi		
275	nan	nan_hani_xi_broad.tsv	器	['kʰ', 'i']	khi		
276	nan	nan_hani_xi_broad.tsv	器具	['kʰ', 'i', 'k', 'u']	khiku		
277	nan	nan_hani_xi_broad.tsv	噴	['pʰ', 'u', 'n']	phun		
278	nan	nan_hani_xi_broad.tsv	噸	['t', 'a', 'n']	tan		
279	nan	nan_hani_xi_broad.tsv	噸	['t', 'u', 'n']	tun		
280	nan	nan_hani_xi_broad.tsv	嚇	['h', 'a']	ha		
281	nan	nan_hani_xi_broad.tsv	四	['s', 'u']	su		
282	nan	nan_hani_xi_broad.tsv	四書	['s', 'u', 's', 'u']	susu		
283	nan	nan_hani_xi_broad.tsv	四趁	['s', 'u', 'tʰ', 'i', 'n']	suthin		
284	nan	nan_hani_xi_broad.tsv	因	['i', 'n']	in		
285	nan	nan_hani_xi_broad.tsv	囡	['k', 'i', 'n']	kin		
286	nan	nan_hani_xi_broad.tsv	囡仔	['k', 'i', 'n', 'a']	kina		
287	nan	nan_hani_xi_broad.tsv	囡仔氣	['k', 'i', 'n', 'a', 'kʰ', 'i']	kinakhi		
288	nan	nan_hani_xi_broad.tsv	囡仔疕	['k', 'i', 'n', 'a', 'pʰ', 'i']	kinaphi		
289	nan	nan_hani_xi_broad.tsv	囡仔豚	['k', 'i', 'n', 'a', 'tʰ', 'u', 'n']	kinathun		
290	nan	nan_hani_xi_broad.tsv	囤	['t', 'u', 'n']	tun		
291	nan	nan_hani_xi_broad.tsv	囤	['t', 'u', 'n']	tun		
292	nan	nan_hani_xi_broad.tsv	囤	['tʰ', 'u', 'n']	thun		
293	nan	nan_hani_xi_broad.tsv	困	['kʰ', 'u', 'n']	khun		
294	nan	nan_hani_xi_broad.tsv	圇	['l', 'u', 'n']	lun		
295	nan	nan_hani_xi_broad.tsv	圇	['l', 'u', 'n']	lun		
296	nan	nan_hani_xi_broad.tsv	在	['t', 'i']	ti		
297	nan	nan_hani_xi_broad.tsv	地	['t', 'i']	ti		
298	nan	nan_hani_xi_broad.tsv	均	['k', 'u', 'n']	kun		
299	nan	nan_hani_xi_broad.tsv	均勻	['k', 'u', 'n', 'u', 'n']	kunun		
300	nan	nan_hani_xi_broad.tsv	坎	['kʰ', 'a', 'm']	kham		
301	nan	nan_hani_xi_broad.tsv	坒	['p', 'i']	pi		
302	nan	nan_hani_xi_broad.tsv	坤	['kʰ', 'u', 'n']	khun		
303	nan	nan_hani_xi_broad.tsv	坦	['tʰ', 'a', 'n']	than		
304	nan	nan_hani_xi_broad.tsv	坵	['kʰ', 'u']	khu		
305	nan	nan_hani_xi_broad.tsv	埤	['p', 'i']	pi		
306	nan	nan_hani_xi_broad.tsv	埯	['a', 'm']	am		
307	nan	nan_hani_xi_broad.tsv	基	['k', 'i']	ki		
308	nan	nan_hani_xi_broad.tsv	基本	['k', 'i', 'p', 'u', 'n']	kipun		
309	nan	nan_hani_xi_broad.tsv	基輔	['k', 'i', 'h', 'u']	kihu		
310	nan	nan_hani_xi_broad.tsv	基里巴斯	['k', 'i', 'l', 'i', 'p', 'a', 's', 'u']	kilipasu		
